Series Name,Series Code,Country Name,Country Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Switzerland,CHE,..,..,..,..,1.03,0.49,0.47,0.42,0.46,0.5,0.64,0.58,0.4,0.29,0.26,0.32,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Italy,ITA,..,..,..,..,..,..,..,..,1.08,..,..,..,..,..,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Brazil,BRA,..,..,..,..,..,..,2.09,..,..,..,..,..,..,..,..,1.88,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,India,IND,..,3.5,..,..,3.84,2.79,..,3.28,..,4.55,..,..,..,..,..,6.67,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,South Africa,ZAF,..,..,..,0.19,..,..,0.55,..,..,..,..,..,0.12,..,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Mexico,MEX,..,..,..,..,..,..,0.73,..,0.66,..,0.49,..,0.57,..,0.23,..,0.62,..,1.22,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Indonesia,IDN,0.33,..,0.33,0.34,0.25,0.33,..,0.48,0.47,0.91,0.89,0.92,1.17,0.41,0.9,0.87,0.91,0.53,0.43,0.35
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Philippines,PHL,..,0.61,..,..,0.98,..,..,1.01,..,..,1.29,..,..,1.41,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,0.89,..,..,..,3.9,..,..,5.07,..,6.1,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Colombia,COL,..,..,..,..,..,..,3.11,..,..,..,..,..,..,..,2.23,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Argentina,ARG,..,..,4.7,..,..,..,..,..,..,..,..,..,..,..,..,2.54,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Viet Nam,VNM,2.95,..,4.05,..,3.83,..,3.6,..,2.14,..,2.03,..,2.07,..,1.9,..,2.43,..,1.73,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Morocco,MAR,..,..,..,..,2.7,..,..,..,..,..,..,2,..,..,..,..,..,0.9,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Nigeria,NGA,..,10.34,..,..,..,..,..,8.92,5.36,..,4.42,..,..,4.52,..,..,4.09,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Ethiopia,ETH,..,..,0.18,..,..,..,..,..,..,0.2,..,..,..,0.27,..,..,0.57,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,1.83,3.98,..,..,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Afghanistan,AFG,..,..,..,..,..,0.07,..,..,..,..,..,2.01,..,..,5.61,..,..,..,8.03,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Bangladesh,BGD,..,..,..,3.59,..,..,..,..,4.52,..,..,..,..,..,8.45,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Uganda,UGA,0.74,..,..,2.2,..,..,..,1.42,..,..,3.59,..,..,..,3.77,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Nepal,NPL,..,0.8,..,..,..,..,..,..,..,..,..,2.12,2.27,2.14,2.1,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Mozambique,MOZ,0.05,..,..,..,..,..,0.31,..,..,..,..,..,0.4,..,..,..,..,0.97,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Sudan,SDN,..,..,..,..,..,..,..,3.34,..,..,..,..,1.75,..,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Madagascar,MDG,..,..,..,0,..,..,..,..,0.21,..,0.63,..,..,..,..,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Rwanda,RWA,..,..,..,0.36,..,..,..,..,..,..,..,0.29,..,..,0.13,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,United States,USA,0,0,0,0,0,..,0,0,..,0,0,0,0,0,0,0,0,0,0,0
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Germany,DEU,..,..,..,..,..,..,..,..,0.02,..,..,..,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Australia,AUS,..,..,..,..,..,..,..,0,..,..,..,..,..,0,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Canada,CAN,0.1,0,0,0,0.1,0.1,0,0.1,..,..,..,..,0,0.1,0.1,0.1,..,0.2,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,United Kingdom,GBR,..,..,..,0,..,..,..,..,0,..,..,0,..,..,0,0,0,0,0,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Switzerland,CHE,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Italy,ITA,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Brazil,BRA,..,..,..,..,..,..,0.88,..,..,..,..,..,..,..,..,0.19,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,India,IND,..,4.37,..,..,4.73,3.74,..,4.57,..,5.46,..,..,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,South Africa,ZAF,..,..,..,0.64,..,..,0.53,..,..,..,..,..,0.28,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Mexico,MEX,..,..,..,..,..,..,0.24,..,0.11,..,0.12,..,0.03,..,0.02,..,0.08,..,0.12,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Indonesia,IDN,1.41,..,1.35,1.12,1.13,1.27,..,0.82,0.62,0.55,0.45,0.54,0.68,0.39,0.66,0.53,0.37,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Philippines,PHL,..,0.59,..,..,0.64,..,..,0.54,..,..,0.71,..,..,0.49,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,0.61,..,..,..,0.92,..,..,0.9,..,1.57,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Colombia,COL,..,..,..,..,..,..,0.45,..,..,..,..,..,..,..,0.29,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Viet Nam,VNM,4.13,..,3.53,..,2.53,..,1.87,..,0.89,..,0.41,..,0.28,..,0.15,..,0.15,..,0.11,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Morocco,MAR,..,..,..,..,0.77,..,..,..,..,..,..,2.37,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Nigeria,NGA,..,5.51,..,..,..,..,..,3.45,3.41,..,4.03,..,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Ethiopia,ETH,..,..,0.49,..,..,..,..,..,..,0.84,..,..,..,0.86,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,1.58,3.86,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Afghanistan,AFG,..,..,..,..,..,0.37,..,..,..,..,..,4.4,..,..,..,..,..,..,6.05,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Bangladesh,BGD,..,..,..,3.38,..,..,..,..,3.11,..,..,..,..,..,3.74,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Uganda,UGA,2.47,..,..,3.65,..,..,..,3.18,..,..,2.95,..,..,..,3.08,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Nepal,NPL,..,2.81,..,..,..,..,..,..,..,..,..,0.72,0.77,0.93,0.98,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Mozambique,MOZ,0.2,..,..,..,..,..,0.31,..,..,..,..,..,0.49,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Sudan,SDN,..,..,..,..,..,..,..,3.19,..,..,..,..,2.25,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Madagascar,MDG,..,..,..,0.29,..,..,..,..,0.41,..,0.45,..,..,..,..,..,..,..,..,..
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,Rwanda,RWA,..,..,..,0.74,..,..,..,..,..,..,..,0.51,..,..,0.5,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Germany,DEU,..,..,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Australia,AUS,..,..,..,..,..,..,98.3,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Canada,CAN,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Italy,ITA,..,..,99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Sweden,SWE,..,..,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Brazil,BRA,..,96.8,97.2,97.4,97.8,96.7,..,98.2,..,..,..,..,..,97.2,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,India,IND,..,..,..,..,74.2,..,..,..,..,..,..,..,..,..,79.3,..,..,..,..,85.1
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,South Africa,ZAF,..,91.9,91.9,..,..,..,97.1,..,..,..,..,..,..,..,93.7,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Mexico,MEX,..,..,..,..,97.7,..,..,95.8,..,..,97.6,..,97.2,98.5,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Indonesia,IDN,..,91.5,..,88.6,90.38,93.3,92.65,94.51,92.7,..,95.7,95.4,..,..,..,97.5,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Philippines,PHL,..,87.6,..,..,..,..,91.1,..,..,94.5,..,95.4,..,..,..,93.8,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Egypt, Arab Rep.",EGY,..,68.7,..,69.6,..,..,73.6,..,..,..,..,..,90.3,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Colombia,COL,..,..,93.5,93.5,..,..,..,..,97,..,..,..,..,97.5,97.2,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Argentina,ARG,..,..,..,99.2,..,..,..,..,..,..,98.1,..,..,..,..,..,..,..,95,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Viet Nam,VNM,86.4,..,..,..,90.8,..,..,..,..,93.7,..,..,95.8,..,..,..,..,..,..,97
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Morocco,MAR,..,..,67.8,..,..,..,..,..,..,77.1,..,..,..,..,..,..,88.5,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Nigeria,NGA,..,58,..,..,..,..,57.7,..,54.1,66.2,..,60.6,..,62.6,..,65.8,67,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Ethiopia,ETH,..,..,..,27.6,..,..,..,..,..,33.9,..,..,41.2,..,62.4,..,..,73.6,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Haiti,HTI,..,..,..,..,84.5,..,..,..,..,..,90.3,..,..,..,..,91,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Afghanistan,AFG,..,16.1,..,..,30.3,..,36,..,59.6,47.9,51.2,..,63.2,58.6,..,70.2,65.2,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Bangladesh,BGD,..,39.7,48.7,..,47.7,51.7,..,..,52.8,54.6,..,58.7,63.9,..,..,..,81.9,75.2,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Uganda,UGA,..,..,..,..,93.5,..,..,94.2,..,93.3,..,..,..,95.4,97.3,..,95.1,95.1,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Nepal,NPL,..,..,..,..,43.7,..,..,..,..,58.3,..,..,68.3,..,83.6,83.6,..,88.8,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Mozambique,MOZ,..,84.5,..,..,..,..,92.3,..,..,90.6,..,..,..,87.2,..,..,94,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Sudan,SDN,..,..,..,..,74.1,..,..,..,74.3,..,..,..,79.1,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Madagascar,MDG,..,..,79.9,..,..,..,..,86.3,..,83.1,..,82.1,..,..,87,..,85.1,..,..,88.9
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Rwanda,RWA,..,..,..,94.4,..,..,95.8,..,98,98,..,99.4,..,99,..,97.6,..,..,97.7,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,United States,USA,..,..,..,81,..,..,..,..,83,..,..,..,..,85,..,86,..,85,..,86
UHC service coverage index,SH.UHC.SRVS.CV.XD,Germany,DEU,..,..,..,83,..,..,..,..,85,..,..,..,..,88,..,88,..,88,..,88
UHC service coverage index,SH.UHC.SRVS.CV.XD,Japan,JPN,..,..,..,76,..,..,..,..,80,..,..,..,..,83,..,84,..,83,..,83
UHC service coverage index,SH.UHC.SRVS.CV.XD,Norway,NOR,..,..,..,81,..,..,..,..,84,..,..,..,..,86,..,86,..,86,..,87
UHC service coverage index,SH.UHC.SRVS.CV.XD,Australia,AUS,..,..,..,83,..,..,..,..,84,..,..,..,..,87,..,87,..,87,..,87
UHC service coverage index,SH.UHC.SRVS.CV.XD,"Korea, Rep.",KOR,..,..,..,77,..,..,..,..,82,..,..,..,..,86,..,88,..,89,..,89
UHC service coverage index,SH.UHC.SRVS.CV.XD,Canada,CAN,..,..,..,79,..,..,..,..,83,..,..,..,..,90,..,90,..,91,..,91
UHC service coverage index,SH.UHC.SRVS.CV.XD,United Kingdom,GBR,..,..,..,79,..,..,..,..,83,..,..,..,..,85,..,86,..,87,..,88
UHC service coverage index,SH.UHC.SRVS.CV.XD,Switzerland,CHE,..,..,..,79,..,..,..,..,82,..,..,..,..,84,..,86,..,86,..,86
UHC service coverage index,SH.UHC.SRVS.CV.XD,Italy,ITA,..,..,..,76,..,..,..,..,80,..,..,..,..,83,..,84,..,85,..,84
UHC service coverage index,SH.UHC.SRVS.CV.XD,Sweden,SWE,..,..,..,76,..,..,..,..,81,..,..,..,..,84,..,85,..,85,..,85
UHC service coverage index,SH.UHC.SRVS.CV.XD,Brazil,BRA,..,..,..,73,..,..,..,..,76,..,..,..,..,82,..,82,..,81,..,80
UHC service coverage index,SH.UHC.SRVS.CV.XD,India,IND,..,..,..,34,..,..,..,..,49,..,..,..,..,57,..,60,..,64,..,63
