series_name,country_name,category,income_group,year,value
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Argentina,Healthcare Expenditure,Middle-Income Countries,2002,0.33
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Viet Nam,Healthcare Expenditure,Middle-Income Countries,2002,2.95
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Morocco,Healthcare Expenditure,Middle-Income Countries,2002,2.95
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Nigeria,Healthcare Expenditure,Low-Income Countries,2002,2.95
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Ethiopia,Healthcare Expenditure,Low-Income Countries,2002,2.95
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Haiti,Healthcare Expenditure,Low-Income Countries,2002,2.95
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Afghanistan,Healthcare Expenditure,Low-Income Countries,2002,2.95
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Bangladesh,Healthcare Expenditure,Low-Income Countries,2002,2.95
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Uganda,Healthcare Expenditure,Low-Income Countries,2002,0.74
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Nepal,Healthcare Expenditure,Low-Income Countries,2002,0.74
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Mozambique,Healthcare Expenditure,Low-Income Countries,2002,0.05
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Sudan,Healthcare Expenditure,Low-Income Countries,2002,0.05
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Madagascar,Healthcare Expenditure,Low-Income Countries,2002,0.05
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Rwanda,Healthcare Expenditure,Low-Income Countries,2002,0.05
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),United States,Healthcare Expenditure,High-Income Countries,2002,0.0
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Germany,Healthcare Expenditure,High-Income Countries,2002,0.0
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Japan,Healthcare Expenditure,High-Income Countries,2002,0.0
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Norway,Healthcare Expenditure,High-Income Countries,2002,0.0
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Australia,Healthcare Expenditure,High-Income Countries,2002,0.0
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),"Korea, Rep.",Healthcare Expenditure,High-Income Countries,2002,0.0
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Canada,Healthcare Expenditure,High-Income Countries,2002,0.1
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),United Kingdom,Healthcare Expenditure,High-Income Countries,2002,0.1
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Switzerland,Healthcare Expenditure,High-Income Countries,2002,0.1
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Italy,Healthcare Expenditure,High-Income Countries,2002,0.1
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Sweden,Healthcare Expenditure,High-Income Countries,2002,0.1
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Brazil,Healthcare Expenditure,Middle-Income Countries,2002,0.1
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),India,Healthcare Expenditure,Middle-Income Countries,2002,0.1
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),South Africa,Healthcare Expenditure,Middle-Income Countries,2002,0.1
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Mexico,Healthcare Expenditure,Middle-Income Countries,2002,0.1
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Indonesia,Healthcare Expenditure,Middle-Income Countries,2002,1.41
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Philippines,Healthcare Expenditure,Middle-Income Countries,2002,1.41
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),"Egypt, Arab Rep.",Healthcare Expenditure,Middle-Income Countries,2002,1.41
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Colombia,Healthcare Expenditure,Middle-Income Countries,2002,1.41
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Argentina,Healthcare Expenditure,Middle-Income Countries,2002,1.41
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Viet Nam,Healthcare Expenditure,Middle-Income Countries,2002,4.13
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Morocco,Healthcare Expenditure,Middle-Income Countries,2002,4.13
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Nigeria,Healthcare Expenditure,Low-Income Countries,2002,4.13
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Ethiopia,Healthcare Expenditure,Low-Income Countries,2002,4.13
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Haiti,Healthcare Expenditure,Low-Income Countries,2002,4.13
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Afghanistan,Healthcare Expenditure,Low-Income Countries,2002,4.13
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Bangladesh,Healthcare Expenditure,Low-Income Countries,2002,4.13
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Uganda,Healthcare Expenditure,Low-Income Countries,2002,2.47
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Nepal,Healthcare Expenditure,Low-Income Countries,2002,2.47
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Mozambique,Healthcare Expenditure,Low-Income Countries,2002,0.2
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Sudan,Healthcare Expenditure,Low-Income Countries,2002,0.2
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Madagascar,Healthcare Expenditure,Low-Income Countries,2002,0.2
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Rwanda,Healthcare Expenditure,Low-Income Countries,2002,0.2
Pregnant women receiving prenatal care (%),United States,Healthcare Resources,High-Income Countries,2002,0.2
